"city","id","host_is_superhost","host_since","host_listings_count","host_has_profile_pic","host_identity_verified","neighbourhood","is_location_exact","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","price","guests_included","extra_people","minimum_nights","maximum_nights","has_availability","number_of_reviews","review_scores_rating","review_scores_accuracy","cancellation_policy","reviews_per_month","gdp","text","word_count","sd","ave_sentiment","doc_id","ADJ","ADP","ADV","AUX","CCONJ","DET","INTJ","NOUN","NUM","PART","PRON","PROPN","PUNCT","SCONJ","SYM","VERB","X"
"New York",27851187,FALSE,2018-06-23,1,TRUE,FALSE,"Lower East Side",TRUE,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",94,1,14,1,1125,TRUE,2,100,10,"strict_14_with_grace_period",2,65877818,"cozy and clean studio apartment in the middle of new york citys most interesting neighborhood.  close to excuse my french,  dudleys,  casa mezcal and tons of other restaurants and hip bars,  you will be within walking distance from chinatown,  soho and the east village.   the f,  m,  j and z trains are one block away as are a variety of public buses that can take you anywhere in no time.  the lower east side,  nyc is one of manhattans most fashionable neighborhoods.  the former bargain district meets your latenight comedy,  pastramionrye and tattoo needs as its home to some of the best comedy clubs,  one of the best new york delis katz and great tattoo shops.  culturally,  the tenement museum keeps the areas history alive in a series of restored apartments visited via themed guided tours,  but most of the areas cultural draws are contemporary including the numerous art galleries,  delicious restaurants and eclectic bars.  you will also be close to the essex street market,  which is the lower e,wifi,kitchen,heating, smoke detector , carbon monoxide detector ,essentials,shampoo.",180,0.498327126046325,0.389178459985441,"doc950",26,17,6,11,9,17,0,67,3,1,8,2,25,1,0,10,2
"New York",16580341,TRUE,2017-10-08,1,TRUE,FALSE,"Murray Hill",TRUE,"Condominium","Entire home/apt",6,2,2,3,"Real Bed",550,1,0,1,1125,TRUE,33,95,9,"strict_14_with_grace_period",2.21,65877818,"luxury high floor 2 bedroom condo located in prime midtown,  less than 5 minute walk to empire state building  a short 15 minute walk to time square.  experience new yorks most beautiful water  city views.  this building contains high end furniture,  decor and amenities.  the space the apt has 2 beautifully decorated bedrooms that offer unbeatable views.  each bedroom contains a queen sized bed,  big windows,  night stand and locks on each door to offer maximum privacy and comfort.  the living room is very spacious with a beautiful floor plan and contains a big sectional sofa that sleeps two.  in addition to the couch we offer a queen sized air mattress that sleeps an additional 2 people.  guests can access sky lounge fully furnished rooftop fitness center business center as hosts,  we are readily available at all times to ensure all guests have a smooth and unforgettable experience experience new york city at its best.  the apt is located in the east part of midtown right in the heart of,tv,wifi, air conditioning ,kitchen,gym,breakfast,elevator,heating, familykid friendly ,washer,dryer, smoke detector , carbon monoxide detector , first aid kit ,essentials,shampoo, lock on bedroom door ,hangers, hair dryer ,iron, host greets you .",199,0.368571136794614,0.483619032017983,"doc951",27,15,6,4,5,19,0,94,6,3,7,0,35,0,0,18,0
"New York",17417984,FALSE,2015-08-18,1,TRUE,TRUE,"Lower East Side",TRUE,"Apartment","Private room",2,1,1,1,"Real Bed",160,1,40,2,1125,TRUE,2,90,10,"flexible",0.15,65877818,"private room in a very spacious,  open,  bright apartment in the most ideal neighborhood of new york.  extremely close to great bars  restaurants,  downtown galleries,  east river,  and subway essexe bway stops in case you want to get to anywhere else in nyc.  but also a great apartment to stay in to take a break from the city.  i will have to leave most of my stuff in the room,  but there should still be plenty of wardrobe space if needed.  shoot me a message if you have any other questions  i will still be in the city during your stay,  but in another apartment nearby long story.  so if any issues arise i will be available.  close to the fmjz trains.  but in manhattan youre never really too far from a train that could get you to just about anywhere else.  there is a loft space in the apartment,  that we usually keep freeempty.  on a rare occasion a friend may stay over,  or if you have additional guests they could stay up there for an additional cost.,wifi, air conditioning ,kitchen, pets allowed ,elevator,heating, smoke detector , carbon monoxide detector , first aid kit , safety card , fire extinguisher ,essentials, lock on bedroom door ,hangers,iron, laptop friendly workspace , private living room .",212,0.376937430170569,0.200105233016381,"doc952",24,25,20,11,6,18,0,65,0,4,16,0,35,5,0,18,0
"Queens",30361633,FALSE,2014-12-12,1,TRUE,FALSE,"Queens",TRUE,"Apartment","Private room",1,2,3,0,"Real Bed",50,1,15,1,1125,TRUE,4,65,7,"flexible",0.24,25466516,"one fully furnished room.  two bathrooms one for female and one for male.  host also provides all essential skin care such as shampoo,  conditioner,  body lotion,  toner,  cream,  etc.  rooftop has the best view of manhattan,  free gym,  library,  courtyard,  pool table and available parking space.  one fully furnished room.  two bathrooms one for female and one for male.  host also provides all essential skin care such as shampoo,  conditioner,  body lotion,  toner,  cream,  etc.  ping host when you arrive.  close to n,  w,  m,  r,  f,  e and 7 train.  one stop to manhattan!,tv, cable tv ,wifi, air conditioning ,kitchen,doorman,gym,elevator,heating,washer,dryer, smoke detector , carbon monoxide detector , first aid kit ,essentials,shampoo,hangers, hair dryer ,iron, laptop friendly workspace , hot water .",126,0.211393296229215,0.236677900578303,"doc953",13,8,5,0,4,3,0,69,10,2,1,0,48,0,0,10,2
"New York",3764793,TRUE,2014-10-10,1,TRUE,TRUE,"Harlem",TRUE,"Apartment","Private room",2,1.5,1,1,"Real Bed",85,1,0,10,60,TRUE,50,97,10,"moderate",1.02,65877818,"this cozy bedroom is one of three in a quiet apartment on a beautiful treelined block.  it is steps away from cafes,  subways and recreation in historic harlem neighborhood,  a few minutes from central park,   museum mile and midtown manhattan.  it is an apartment occupied by a designer painter and sometimes shared with her teenage son.  a fully stocked kitchen and dining area make it perfect for small dinner parties.   one room is always available and another room which accommodates two is sometimes available.   guests are welcome to use living,  dining and kitchen areas and bathrooms.  there are tons of new yorker magazines not that you will have time to read on your trip.  week days may be hectic but im always available to give directions,  make suggestions on where and how to visit sites.   there is lots to do in this neighborhood  of diverse ethnic groups,  beautiful architecture  and opulent history which is just steps from yankee stadium,  a few subway stops from the world renown ny bo,tv, cable tv ,internet,wifi, air conditioning , wheelchair accessible ,kitchen, paid parking off premises ,gym, pets live on this property ,cats,elevator, free street parking , buzzerwireless intercom ,heating, familykid friendly ,washer,dryer, smoke detector , carbon monoxide detector , first aid kit , safety card ,essentials,shampoo, lock on bedroom door , hair dryer , hot water ,other.",222,0.12603025039518,0.349425811381886,"doc954",32,18,9,10,10,12,0,87,4,6,11,0,44,2,0,20,1
"New York",13152601,TRUE,2015-08-03,1,TRUE,TRUE,"Alphabet City",TRUE,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",170,1,0,3,30,TRUE,29,97,10,"strict_14_with_grace_period",1.28,65877818,"this 1 bedroom apartment is located on the lower east side,  only a few blocks away from the lively east village.  this is the perfect home base for your new york stay.  you will be close to some of the best bars,  restaurants,  shops and more within easy walking distance.  easy access to walkingrunning paths along the east river and over the williamsburg bridge.   conveniently located within 10 min walk of various subways lines and easy 1020 min walk to other downtown areas.  im available when needed.,tv, cable tv ,wifi, air conditioning ,kitchen,heating, smoke detector , carbon monoxide detector ,essentials,shampoo, lock on bedroom door ,hangers, hair dryer ,iron, translation missing en.hostingamenity49 , hot water , bed linens , extra pillows and blankets , coffee maker ,refrigerator, dishes and silverware , cooking basics ,oven,stove, host greets you .",132,0.190207315271799,0.277529925487813,"doc955",21,12,5,5,5,9,0,63,4,0,6,0,33,1,0,4,1
"New York",28474649,FALSE,2013-12-11,2,TRUE,TRUE,"Manhattan",TRUE,"Apartment","Entire home/apt",6,2,3,3,"Real Bed",300,1,0,6,1125,TRUE,8,100,10,"strict_14_with_grace_period",0.13,65877818,"just steps from central park,  our contemporary 3 bedroom2 bathroom apartment offers a distinctive quality accommodation with exceptional convenience to the parks,  upper west side and midtown with express subway trains just 1 minute walk away.  the apartment is large over 1000sqft.  or 95sqm and fully furnished.  it is located on the last floor with full of light getting in.  it contains 3 bedrooms,  2 bathrooms and a livingroom with an open kitchen.  the sleeping arrangements are as follows queensized bed in the master bedroom,  futon in the 1st bedroom,  convertible sofa in the 2nd bedroom.  there is a 31 flat screen television with hd cable access in a living room.  there is wifi through the entire apartment.  the kitchen is fully equipped including a dish washer machine for your use.  there is also washerdryer in the apartment.  fresh towels and linens will be provided.  the guests will have access to all the apartment equipment.  harlem is the new yorks most iconic neighborhood.  it,tv, cable tv ,internet,wifi, air conditioning ,kitchen,gym,elevator, buzzerwireless intercom ,heating, familykid friendly ,washer,dryer, smoke detector , carbon monoxide detector , first aid kit , fire extinguisher ,essentials,shampoo, outlet covers , childrens books and toys , babysitter recommendations , roomdarkening shades .",198,0.189486264624639,0.235202763881749,"doc956",25,18,9,8,6,20,0,82,7,0,11,0,42,1,0,17,0
"New York",23325673,FALSE,2014-07-08,2,TRUE,TRUE,"East Village",TRUE,"Apartment","Private room",2,1,1,1,"Real Bed",59,1,10,5,30,TRUE,1,20,4,"strict_14_with_grace_period",0.94,65877818,"welcome to my nice 3 bedroom  shared apartment.  it has 2 bathrooms and a living room with couch and tv.  you have your own room and your own bathroom this place is close to everything,  its in an amazing location on 2ave and e 6th st.  this apartment is on the 4th floor walk up.   in the kitchen there is fridge,  coffee maker and all the basic you need,  subway is 3min cheapest option from jfk is via app code keith9v9 for 25 kitchen area ,  bedroom and bathroom,tv,wifi, air conditioning ,kitchen, free street parking ,heating, familykid friendly ,washer,dryer, smoke detector , carbon monoxide detector , fire extinguisher ,essentials,shampoo, lock on bedroom door ,hangers, hair dryer ,iron, laptop friendly workspace , self checkin ,lockbox, hot water , paid parking on premises .",128,0.302783919250168,0.264343811224902,"doc957",12,12,2,5,6,8,2,64,7,0,9,0,31,0,0,7,0
"New York",21398802,FALSE,2016-06-14,1,TRUE,TRUE,"Hell's Kitchen",TRUE,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",174,1,25,3,29,TRUE,5,92,9,"strict_14_with_grace_period",1.04,65877818,"you are at the heart of new york city itself !!! legitimately everything you need is around the corner.   stores,  pizza shops,  restaurants,  shopping mall ,  bowling alleys ,  pool halls ,  movie theater,  the piers and waterfront are a short walk away to over see the hudson river ! if you can think of it chances are its nearby.   train stations entrance are 2 blocks on 42st time square,  where you have access to every train to wherever your heart desires to go while you venture new york city !,tv,wifi,kitchen, smoking allowed ,heating, smoke detector , first aid kit , safety card ,essentials, lock on bedroom door ,hangers, hair dryer ,iron, hot water .",108,0.1036448099341,0.127274306370501,"doc958",7,7,6,6,1,6,0,52,1,2,10,0,27,3,0,8,0
"New York",30697219,FALSE,2013-10-13,1,TRUE,FALSE,"Lower East Side",TRUE,"Apartment","Entire home/apt",3,1,1,1,"Real Bed",200,3,0,1,1125,TRUE,1,100,10,"strict_14_with_grace_period",0.64,65877818,"our brand new pad is located in the most convenient and coolest neighborhood in nyc.   this newly renovated pad with all new appliances is great for a short or long stay and is located minutes away from soho,  in the center of nycs historic les.  this is a brand new,  renovated one bedroom stocked with everything you need for a long or short stay in nyc.   we provide towels,  linens,  all kitchen ware and utensils as well as all bathroom essentials shampoo,  conditioner,  bodywash.   we have a queen bed,  and a queen sofa bed.   wifi and cable is also included.  we are in the middle of the iconic lower east side,  right near the infamous katzs deli and many other renowned restaurants,  cafes,  bars and amazing shopping.   we are also steps away from the east village and soho.   whole foods is 5 blocks from our apartment as well as the most interesting and eclectic tourism in nyc.   we are 2 blocks from the f train that will take you anywhere in minutes.  the f train is 2 blocks away as well as the m a,tv, cable tv ,internet,wifi, air conditioning ,kitchen, buzzerwireless intercom ,heating, familykid friendly ,essentials,shampoo, 24hour checkin ,hangers, hair dryer , laptop friendly workspace .",205,0.268102269533623,0.269035486080495,"doc959",26,21,18,12,11,19,0,71,5,0,14,1,33,0,0,10,0
